context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibility,ngroup_components,time_range,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-09 09:49:15,p15,32,2880,100,-6.0 6.0,512,1024,0.003,MID_FEKO_B1,0.0,False,1.0 0.0,False,0.0,15.0,False,False,30.0,18051955,1186199252,0.0,4.1824115579476055e-05,7.974563502468288e-06,5.3112754487176395e-06,3.0907659717897304e-06,0.9991138593053214,0.004818352163227674,0.0014274064830266055,1883.3309314250946,19682.52692331276
