context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibility,ngroup_components,time_range,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-09 11:09:39,m15,32,2880,100,-6.0 6.0,512,1024,0.003,MID_FEKO_B1,0.0,False,1.0 0.0,False,0.0,-15.0,False,False,30.0,18051955,1554866628,0.0,2.2939967976072827e-05,4.644671973453505e-06,3.127248525125326e-06,5.030583802011064e-07,0.9991210017578711,0.004751774187989376,0.0012912266657664456,2470.2473587989807,19669.919846859426
