context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibity,ngroup_components,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
singlesource,../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-04 08:47:04,simulation3,32,2880,100,512,1024,0.003,MID_FEKO_B1,0.0,False,|[0.0, 1.0]|,False,0.0,-45.0,False,False,30.0,18051955,27800640,0.0,0.0006448163390175292,8.993927797442295e-06,4.074814263326004e-06,0.00035354693466230187,0.9991303922603441,0.004278479835688468,0.0012812819230475665,136.91789984703064,6345.159982277781
