context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibity,ngroup_components,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
singlesource,../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-02 13:32:18,simulation2,32,2880,100,512,1024,0.003,MID_FEKO_B1,0.0,False,|[1.0, 0.0]|,False,0.0,-45.0,False,False,30.0,18051955,27800640,0.0,0.0003476400822025907,1.2196487578744997e-05,5.1917838146837715e-06,0.0003476400822025907,0.9991303922603441,0.004278479835688468,0.0012812819230475665,137.47530150413513,6319.433026236697
