context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibity,ngroup_components,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-02 13:41:13,simulation1,32,2880,100,512,1024,0.003,MID_FEKO_B1,0.0,False,|[1.0, 0.0]|,False,0.0,-45.0,False,False,30.0,18051955,1723639680,0.0,1.724128726000827e-05,3.413915048839604e-06,2.300063868416453e-06,2.063577398049035e-06,0.9991303922603441,0.004278479835688468,0.0012812819230475665,2614.867383956909,20599.027136584944
