context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibility,ngroup_components,time_range,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-09 15:09:57,0,32,2880,100,-0.05 0.05,512,1024,0.003,MID_FEKO_B1,0.0,False,1.0 0.0,False,0.0,0.0,False,False,30.0,18051955,14363664,0.0,8.885795532003958e-05,1.1590401557602544e-05,7.005478453936085e-06,9.624448998151743e-06,0.9990915607292908,0.01740437934249794,0.008117361331247267,33.92933130264282,13229.138596841827
