context,nb_name,hostname,epoch,basename,nworkers,ngroup_visibility,ngroup_components,time_range,npixel,pb_npixel,flux_limit,pbtype,surface_scaling,snapshot,offset_dir,opposite,tsys,declination,use_radec,use_natural,integration_time,seed,ntotal,se,onsource_maxabs,onsource_rms,onsource_medianabs,onsource_abscentral,psf_maxabs,psf_rms,psf_medianabs,elapsed_time,processing_rate
s3sky,../../../surface_simulation_elevation.py,openhpc-compute-0.novalocal,2019-09-09 10:26:19,0,32,2880,100,-6.0 6.0,512,1024,0.003,MID_FEKO_B1,0.0,False,1.0 0.0,False,0.0,0.0,False,False,30.0,18051955,1387290548,0.0,2.045033115765875e-05,3.4134781353720304e-06,2.261514774395664e-06,2.5905043982955705e-06,0.9992118209077145,0.004966319030960023,0.000468733999489673,2219.0349957942963,19536.78837691025
